N, WxH, Clock, Param0, Param1, Param2
0, 16x16, 4520, 0.5, 0, 0
1, 32x32, 9546, 0.5, 0, 0
2, 48x48, 30706, 0.5, 0, 0
3, 64x64, 37197, 0.5, 0, 0
4, 80x80, 57773, 0.5, 0, 0
5, 96x96, 121403, 0.5, 0, 0
6, 112x112, 113688, 0.5, 0, 0
7, 128x128, 175466, 0.5, 0, 0
8, 144x144, 361796, 0.5, 0, 0
9, 160x160, 243630, 0.5, 0, 0
10, 176x176, 311433, 0.5, 0, 0
11, 192x192, 431709, 0.5, 0, 0
12, 208x208, 707789, 0.5, 0, 0
13, 224x224, 1070066, 0.5, 0, 0
14, 240x240, 563533, 0.5, 0, 0
15, 256x256, 729080, 0.5, 0, 0
16, 272x272, 1010609, 0.5, 0, 0
17, 288x288, 734109, 0.5, 0, 0
18, 304x304, 877951, 0.5, 0, 0
19, 320x320, 1070416, 0.5, 0, 0
