N, WxH, Clock, Param0, Param1, Param2
1, 160x160, 5190625, 0.1, 0.2, 3, asm2
2, 160x160, 6126228, 0.1, 0.2, 3, asm2
3, 160x160, 5894975, 0.1, 0.2, 3, asm2
4, 160x160, 7107263, 0.1, 0.2, 3, asm2
5, 160x160, 5772060, 0.1, 0.2, 3, asm2
6, 160x160, 6846093, 0.1, 0.2, 3, asm2
7, 160x160, 4295821, 0.1, 0.2, 3, asm2
8, 160x160, 4562158, 0.1, 0.2, 3, asm2
9, 160x160, 3358937, 0.1, 0.2, 3, asm2
10, 160x160, 5243740, 0.1, 0.2, 3, asm2
11, 160x160, 5481080, 0.1, 0.2, 3, asm2
12, 160x160, 3562333, 0.1, 0.2, 3, asm2
13, 160x160, 4924988, 0.1, 0.2, 3, asm2
14, 160x160, 4496408, 0.1, 0.2, 3, asm2
15, 160x160, 3372805, 0.1, 0.2, 3, asm2
16, 160x160, 3397331, 0.1, 0.2, 3, asm2
17, 160x160, 4430271, 0.1, 0.2, 3, asm2
18, 160x160, 4894180, 0.1, 0.2, 3, asm2
19, 160x160, 4404667, 0.1, 0.2, 3, asm2
20, 160x160, 3415615, 0.1, 0.2, 3, asm2
21, 160x160, 3540994, 0.1, 0.2, 3, asm2
22, 160x160, 4394390, 0.1, 0.2, 3, asm2
23, 160x160, 3540448, 0.1, 0.2, 3, asm2
24, 160x160, 7423907, 0.1, 0.2, 3, asm2
25, 160x160, 3331503, 0.1, 0.2, 3, asm2
26, 160x160, 3411152, 0.1, 0.2, 3, asm2
27, 160x160, 8080895, 0.1, 0.2, 3, asm2
28, 160x160, 7390836, 0.1, 0.2, 3, asm2
29, 160x160, 4299008, 0.1, 0.2, 3, asm2
30, 160x160, 4727134, 0.1, 0.2, 3, asm2
31, 160x160, 5216275, 0.1, 0.2, 3, asm2
32, 160x160, 6067025, 0.1, 0.2, 3, asm2
33, 160x160, 3764880, 0.1, 0.2, 3, asm2
34, 160x160, 7506736, 0.1, 0.2, 3, asm2
35, 160x160, 3312473, 0.1, 0.2, 3, asm2
36, 160x160, 4390992, 0.1, 0.2, 3, asm2
37, 160x160, 6379975, 0.1, 0.2, 3, asm2
38, 160x160, 3326384, 0.1, 0.2, 3, asm2
39, 160x160, 4298717, 0.1, 0.2, 3, asm2
40, 160x160, 4351088, 0.1, 0.2, 3, asm2
41, 160x160, 3328837, 0.1, 0.2, 3, asm2
42, 160x160, 3584360, 0.1, 0.2, 3, asm2
43, 160x160, 3508198, 0.1, 0.2, 3, asm2
44, 160x160, 4944344, 0.1, 0.2, 3, asm2
45, 160x160, 3409405, 0.1, 0.2, 3, asm2
46, 160x160, 6845106, 0.1, 0.2, 3, asm2
47, 160x160, 3311391, 0.1, 0.2, 3, asm2
48, 160x160, 3384748, 0.1, 0.2, 3, asm2
49, 160x160, 3333924, 0.1, 0.2, 3, asm2
50, 160x160, 6414631, 0.1, 0.2, 3, asm2
51, 160x160, 5450850, 0.1, 0.2, 3, asm2
52, 160x160, 3514084, 0.1, 0.2, 3, asm2
53, 160x160, 3327648, 0.1, 0.2, 3, asm2
54, 160x160, 4510066, 0.1, 0.2, 3, asm2
55, 160x160, 4278196, 0.1, 0.2, 3, asm2
56, 160x160, 4314692, 0.1, 0.2, 3, asm2
57, 160x160, 5235115, 0.1, 0.2, 3, asm2
58, 160x160, 5249395, 0.1, 0.2, 3, asm2
59, 160x160, 3540145, 0.1, 0.2, 3, asm2
60, 160x160, 4498015, 0.1, 0.2, 3, asm2
61, 160x160, 3327991, 0.1, 0.2, 3, asm2
62, 160x160, 3395988, 0.1, 0.2, 3, asm2
63, 160x160, 4484780, 0.1, 0.2, 3, asm2
64, 160x160, 3311961, 0.1, 0.2, 3, asm2
65, 160x160, 8678433, 0.1, 0.2, 3, asm2
66, 160x160, 3380573, 0.1, 0.2, 3, asm2
67, 160x160, 3397843, 0.1, 0.2, 3, asm2
68, 160x160, 3604651, 0.1, 0.2, 3, asm2
69, 160x160, 3762320, 0.1, 0.2, 3, asm2
70, 160x160, 3466883, 0.1, 0.2, 3, asm2
71, 160x160, 3415043, 0.1, 0.2, 3, asm2
72, 160x160, 4569128, 0.1, 0.2, 3, asm2
73, 160x160, 3557652, 0.1, 0.2, 3, asm2
74, 160x160, 4490504, 0.1, 0.2, 3, asm2
75, 160x160, 3466579, 0.1, 0.2, 3, asm2
76, 160x160, 4485772, 0.1, 0.2, 3, asm2
77, 160x160, 4326321, 0.1, 0.2, 3, asm2
78, 160x160, 3557615, 0.1, 0.2, 3, asm2
79, 160x160, 3327749, 0.1, 0.2, 3, asm2
80, 160x160, 3541034, 0.1, 0.2, 3, asm2
81, 160x160, 4277645, 0.1, 0.2, 3, asm2
82, 160x160, 4342996, 0.1, 0.2, 3, asm2
83, 160x160, 3557058, 0.1, 0.2, 3, asm2
84, 160x160, 3466644, 0.1, 0.2, 3, asm2
85, 160x160, 7449114, 0.1, 0.2, 3, asm2
86, 160x160, 3384869, 0.1, 0.2, 3, asm2
87, 160x160, 5224530, 0.1, 0.2, 3, asm2
88, 160x160, 5470835, 0.1, 0.2, 3, asm2
89, 160x160, 4310208, 0.1, 0.2, 3, asm2
90, 160x160, 3411693, 0.1, 0.2, 3, asm2
91, 160x160, 3447194, 0.1, 0.2, 3, asm2
92, 160x160, 4521804, 0.1, 0.2, 3, asm2
93, 160x160, 4278167, 0.1, 0.2, 3, asm2
94, 160x160, 3327721, 0.1, 0.2, 3, asm2
95, 160x160, 4574562, 0.1, 0.2, 3, asm2
96, 160x160, 4278692, 0.1, 0.2, 3, asm2
97, 160x160, 5139285, 0.1, 0.2, 3, asm2
98, 160x160, 4686408, 0.1, 0.2, 3, asm2
99, 160x160, 4277109, 0.1, 0.2, 3, asm2
100, 160x160, 5414519, 0.1, 0.2, 3, asm2
1, 164x160, 4486636, 0.1, 0.2, 3, asm2
2, 164x160, 3556360, 0.1, 0.2, 3, asm2
3, 164x160, 3316552, 0.1, 0.2, 3, asm2
4, 164x160, 4278479, 0.1, 0.2, 3, asm2
5, 164x160, 4368680, 0.1, 0.2, 3, asm2
6, 164x160, 5443590, 0.1, 0.2, 3, asm2
7, 164x160, 3328215, 0.1, 0.2, 3, asm2
8, 164x160, 3327891, 0.1, 0.2, 3, asm2
9, 164x160, 8669117, 0.1, 0.2, 3, asm2
10, 164x160, 3506926, 0.1, 0.2, 3, asm2
11, 164x160, 4298275, 0.1, 0.2, 3, asm2
12, 164x160, 5206650, 0.1, 0.2, 3, asm2
13, 164x160, 3410682, 0.1, 0.2, 3, asm2
14, 164x160, 4394037, 0.1, 0.2, 3, asm2
15, 164x160, 3425777, 0.1, 0.2, 3, asm2
16, 164x160, 5029521, 0.1, 0.2, 3, asm2
17, 164x160, 7283399, 0.1, 0.2, 3, asm2
18, 164x160, 6248252, 0.1, 0.2, 3, asm2
19, 164x160, 6168390, 0.1, 0.2, 3, asm2
20, 164x160, 5177870, 0.1, 0.2, 3, asm2
21, 164x160, 4363938, 0.1, 0.2, 3, asm2
22, 164x160, 3835673, 0.1, 0.2, 3, asm2
23, 164x160, 4300579, 0.1, 0.2, 3, asm2
24, 164x160, 4667136, 0.1, 0.2, 3, asm2
25, 164x160, 3406317, 0.1, 0.2, 3, asm2
26, 164x160, 4465616, 0.1, 0.2, 3, asm2
27, 164x160, 4362817, 0.1, 0.2, 3, asm2
28, 164x160, 5273305, 0.1, 0.2, 3, asm2
29, 164x160, 4384996, 0.1, 0.2, 3, asm2
30, 164x160, 4914144, 0.1, 0.2, 3, asm2
31, 164x160, 3387682, 0.1, 0.2, 3, asm2
32, 164x160, 4339996, 0.1, 0.2, 3, asm2
33, 164x160, 4741148, 0.1, 0.2, 3, asm2
34, 164x160, 4538282, 0.1, 0.2, 3, asm2
35, 164x160, 4299288, 0.1, 0.2, 3, asm2
36, 164x160, 4501496, 0.1, 0.2, 3, asm2
37, 164x160, 4213035, 0.1, 0.2, 3, asm2
38, 164x160, 4774353, 0.1, 0.2, 3, asm2
39, 164x160, 3326588, 0.1, 0.2, 3, asm2
40, 164x160, 6069065, 0.1, 0.2, 3, asm2
41, 164x160, 7273507, 0.1, 0.2, 3, asm2
42, 164x160, 5157930, 0.1, 0.2, 3, asm2
43, 164x160, 3456863, 0.1, 0.2, 3, asm2
44, 164x160, 6069625, 0.1, 0.2, 3, asm2
45, 164x160, 4298179, 0.1, 0.2, 3, asm2
46, 164x160, 3328009, 0.1, 0.2, 3, asm2
47, 164x160, 4365271, 0.1, 0.2, 3, asm2
48, 164x160, 5390315, 0.1, 0.2, 3, asm2
49, 164x160, 3333631, 0.1, 0.2, 3, asm2
50, 164x160, 3557964, 0.1, 0.2, 3, asm2
51, 164x160, 4690992, 0.1, 0.2, 3, asm2
52, 164x160, 5125179, 0.1, 0.2, 3, asm2
53, 164x160, 3558875, 0.1, 0.2, 3, asm2
54, 164x160, 4298817, 0.1, 0.2, 3, asm2
55, 164x160, 4299271, 0.1, 0.2, 3, asm2
56, 164x160, 3601815, 0.1, 0.2, 3, asm2
57, 164x160, 3584038, 0.1, 0.2, 3, asm2
58, 164x160, 3502763, 0.1, 0.2, 3, asm2
59, 164x160, 4348900, 0.1, 0.2, 3, asm2
60, 164x160, 4387125, 0.1, 0.2, 3, asm2
61, 164x160, 3391994, 0.1, 0.2, 3, asm2
62, 164x160, 4431019, 0.1, 0.2, 3, asm2
63, 164x160, 5437410, 0.1, 0.2, 3, asm2
64, 164x160, 4298850, 0.1, 0.2, 3, asm2
65, 164x160, 3390412, 0.1, 0.2, 3, asm2
66, 164x160, 3374282, 0.1, 0.2, 3, asm2
67, 164x160, 4381818, 0.1, 0.2, 3, asm2
68, 164x160, 4325137, 0.1, 0.2, 3, asm2
69, 164x160, 7379550, 0.1, 0.2, 3, asm2
70, 164x160, 3378128, 0.1, 0.2, 3, asm2
71, 164x160, 3395148, 0.1, 0.2, 3, asm2
72, 164x160, 3416262, 0.1, 0.2, 3, asm2
73, 164x160, 4299321, 0.1, 0.2, 3, asm2
74, 164x160, 4590871, 0.1, 0.2, 3, asm2
75, 164x160, 3390073, 0.1, 0.2, 3, asm2
76, 164x160, 5517485, 0.1, 0.2, 3, asm2
77, 164x160, 3415851, 0.1, 0.2, 3, asm2
78, 164x160, 5403680, 0.1, 0.2, 3, asm2
79, 164x160, 4109138, 0.1, 0.2, 3, asm2
80, 164x160, 3513351, 0.1, 0.2, 3, asm2
81, 164x160, 5429600, 0.1, 0.2, 3, asm2
82, 164x160, 4759609, 0.1, 0.2, 3, asm2
83, 164x160, 5449505, 0.1, 0.2, 3, asm2
84, 164x160, 4278321, 0.1, 0.2, 3, asm2
85, 164x160, 3328531, 0.1, 0.2, 3, asm2
86, 164x160, 3421088, 0.1, 0.2, 3, asm2
87, 164x160, 3487888, 0.1, 0.2, 3, asm2
88, 164x160, 4278166, 0.1, 0.2, 3, asm2
89, 164x160, 4342425, 0.1, 0.2, 3, asm2
90, 164x160, 5830270, 0.1, 0.2, 3, asm2
91, 164x160, 3475968, 0.1, 0.2, 3, asm2
92, 164x160, 3494991, 0.1, 0.2, 3, asm2
93, 164x160, 5622074, 0.1, 0.2, 3, asm2
94, 164x160, 4319671, 0.1, 0.2, 3, asm2
