N, WxH, Clock, Param0, Param1, Param2
0, 16x16, 2897, 0.5, 0, 0
1, 32x32, 9515, 0.5, 0, 0
2, 48x48, 28504, 0.5, 0, 0
3, 64x64, 37040, 0.5, 0, 0
4, 80x80, 69363, 0.5, 0, 0
5, 96x96, 76991, 0.5, 0, 0
6, 112x112, 104357, 0.5, 0, 0
7, 128x128, 187421, 0.5, 0, 0
8, 144x144, 249054, 0.5, 0, 0
9, 160x160, 316300, 0.5, 0, 0
10, 176x176, 274209, 0.5, 0, 0
11, 192x192, 494615, 0.5, 0, 0
12, 208x208, 546666, 0.5, 0, 0
13, 224x224, 558536, 0.5, 0, 0
14, 240x240, 867235, 0.5, 0, 0
15, 256x256, 631970, 0.5, 0, 0
16, 272x272, 661152, 0.5, 0, 0
17, 288x288, 1032570, 0.5, 0, 0
18, 304x304, 1332370, 0.5, 0, 0
19, 320x320, 1333403, 0.5, 0, 0
