N,Size,Min,Max,Sum,Average
0, 16x16,5867,15284,817369,8173
1, 32x32,12482,58542,1759309,17593
2, 64x64,37770,97992,5025880,50258
3, 128x128,139673,542930,19390710,193907
4, 256x256,561100,1497621,77372135,773721
5, 512x512,2193439,6859158,358898799,3588987
6, 1024x1024,9106194,15540619,1064452672,10644526
7, 2048x2048,38431585,66287473,3972033005,39720330
