N, WxH, Clock, Param0, Param1, Param2
0, 16x16, 39967, 30.0, 1.0, 0.1
0, 16x16, 39730, 30.0, 1.0, 0.1
0, 16x16, 62650, 30.0, 1.0, 0.1
0, 16x16, 39894, 30.0, 1.0, 0.1
0, 16x16, 39857, 30.0, 1.0, 0.1
0, 16x16, 47771, 30.0, 1.0, 0.1
0, 16x16, 47946, 30.0, 1.0, 0.1
0, 16x16, 39603, 30.0, 1.0, 0.1
0, 16x16, 80865, 30.0, 1.0, 0.1
0, 16x16, 39879, 30.0, 1.0, 0.1
1, 32x32, 150809, 30.0, 1.0, 0.1
1, 32x32, 246888, 30.0, 1.0, 0.1
1, 32x32, 219088, 30.0, 1.0, 0.1
1, 32x32, 182384, 30.0, 1.0, 0.1
1, 32x32, 362258, 30.0, 1.0, 0.1
1, 32x32, 151660, 30.0, 1.0, 0.1
1, 32x32, 218860, 30.0, 1.0, 0.1
1, 32x32, 141403, 30.0, 1.0, 0.1
1, 32x32, 151106, 30.0, 1.0, 0.1
1, 32x32, 190252, 30.0, 1.0, 0.1
2, 48x48, 336672, 30.0, 1.0, 0.1
2, 48x48, 654202, 30.0, 1.0, 0.1
2, 48x48, 488135, 30.0, 1.0, 0.1
2, 48x48, 556272, 30.0, 1.0, 0.1
2, 48x48, 336876, 30.0, 1.0, 0.1
2, 48x48, 336982, 30.0, 1.0, 0.1
2, 48x48, 574225, 30.0, 1.0, 0.1
2, 48x48, 314997, 30.0, 1.0, 0.1
2, 48x48, 515715, 30.0, 1.0, 0.1
2, 48x48, 337627, 30.0, 1.0, 0.1
3, 64x64, 797176, 30.0, 1.0, 0.1
3, 64x64, 976290, 30.0, 1.0, 0.1
3, 64x64, 753072, 30.0, 1.0, 0.1
3, 64x64, 726587, 30.0, 1.0, 0.1
3, 64x64, 819148, 30.0, 1.0, 0.1
3, 64x64, 1005680, 30.0, 1.0, 0.1
3, 64x64, 598570, 30.0, 1.0, 0.1
3, 64x64, 809998, 30.0, 1.0, 0.1
3, 64x64, 705943, 30.0, 1.0, 0.1
3, 64x64, 793454, 30.0, 1.0, 0.1
4, 80x80, 872027, 30.0, 1.0, 0.1
4, 80x80, 967612, 30.0, 1.0, 0.1
4, 80x80, 1104906, 30.0, 1.0, 0.1
4, 80x80, 950523, 30.0, 1.0, 0.1
4, 80x80, 1090834, 30.0, 1.0, 0.1
4, 80x80, 1715125, 30.0, 1.0, 0.1
4, 80x80, 1159051, 30.0, 1.0, 0.1
4, 80x80, 1186348, 30.0, 1.0, 0.1
4, 80x80, 1008342, 30.0, 1.0, 0.1
4, 80x80, 1627680, 30.0, 1.0, 0.1
5, 96x96, 1347067, 30.0, 1.0, 0.1
5, 96x96, 1341233, 30.0, 1.0, 0.1
5, 96x96, 1696552, 30.0, 1.0, 0.1
5, 96x96, 1601428, 30.0, 1.0, 0.1
5, 96x96, 1953205, 30.0, 1.0, 0.1
5, 96x96, 1419523, 30.0, 1.0, 0.1
5, 96x96, 1744012, 30.0, 1.0, 0.1
5, 96x96, 1327736, 30.0, 1.0, 0.1
5, 96x96, 1341212, 30.0, 1.0, 0.1
5, 96x96, 1683041, 30.0, 1.0, 0.1
6, 112x112, 1845818, 30.0, 1.0, 0.1
6, 112x112, 1709806, 30.0, 1.0, 0.1
6, 112x112, 3439960, 30.0, 1.0, 0.1
6, 112x112, 4039360, 30.0, 1.0, 0.1
6, 112x112, 2656950, 30.0, 1.0, 0.1
6, 112x112, 2446252, 30.0, 1.0, 0.1
6, 112x112, 2205291, 30.0, 1.0, 0.1
6, 112x112, 1869073, 30.0, 1.0, 0.1
6, 112x112, 2001993, 30.0, 1.0, 0.1
6, 112x112, 4118301, 30.0, 1.0, 0.1
7, 128x128, 2859400, 30.0, 1.0, 0.1
7, 128x128, 2957413, 30.0, 1.0, 0.1
7, 128x128, 2335932, 30.0, 1.0, 0.1
7, 128x128, 2347062, 30.0, 1.0, 0.1
7, 128x128, 2442266, 30.0, 1.0, 0.1
7, 128x128, 2448585, 30.0, 1.0, 0.1
7, 128x128, 3350877, 30.0, 1.0, 0.1
7, 128x128, 3193100, 30.0, 1.0, 0.1
7, 128x128, 4382443, 30.0, 1.0, 0.1
7, 128x128, 2353368, 30.0, 1.0, 0.1
8, 144x144, 3104776, 30.0, 1.0, 0.1
8, 144x144, 3676441, 30.0, 1.0, 0.1
8, 144x144, 4568776, 30.0, 1.0, 0.1
8, 144x144, 2885584, 30.0, 1.0, 0.1
8, 144x144, 3020333, 30.0, 1.0, 0.1
8, 144x144, 3029949, 30.0, 1.0, 0.1
8, 144x144, 4450429, 30.0, 1.0, 0.1
8, 144x144, 4828518, 30.0, 1.0, 0.1
8, 144x144, 4427384, 30.0, 1.0, 0.1
8, 144x144, 4871180, 30.0, 1.0, 0.1
9, 160x160, 4172267, 30.0, 1.0, 0.1
9, 160x160, 3869720, 30.0, 1.0, 0.1
9, 160x160, 5349984, 30.0, 1.0, 0.1
9, 160x160, 3722085, 30.0, 1.0, 0.1
9, 160x160, 6500819, 30.0, 1.0, 0.1
9, 160x160, 3796103, 30.0, 1.0, 0.1
9, 160x160, 3730429, 30.0, 1.0, 0.1
9, 160x160, 4271014, 30.0, 1.0, 0.1
9, 160x160, 5259140, 30.0, 1.0, 0.1
9, 160x160, 5449169, 30.0, 1.0, 0.1
10, 176x176, 8089269, 30.0, 1.0, 0.1
10, 176x176, 6446372, 30.0, 1.0, 0.1
10, 176x176, 5241891, 30.0, 1.0, 0.1
10, 176x176, 7483905, 30.0, 1.0, 0.1
10, 176x176, 4576855, 30.0, 1.0, 0.1
10, 176x176, 4444097, 30.0, 1.0, 0.1
10, 176x176, 4794003, 30.0, 1.0, 0.1
10, 176x176, 8297541, 30.0, 1.0, 0.1
10, 176x176, 6049787, 30.0, 1.0, 0.1
10, 176x176, 4792150, 30.0, 1.0, 0.1
11, 192x192, 11941236, 30.0, 1.0, 0.1
11, 192x192, 9104840, 30.0, 1.0, 0.1
11, 192x192, 6098952, 30.0, 1.0, 0.1
11, 192x192, 5147109, 30.0, 1.0, 0.1
11, 192x192, 10170657, 30.0, 1.0, 0.1
11, 192x192, 5420837, 30.0, 1.0, 0.1
11, 192x192, 5446859, 30.0, 1.0, 0.1
11, 192x192, 5447542, 30.0, 1.0, 0.1
11, 192x192, 5902458, 30.0, 1.0, 0.1
11, 192x192, 5442200, 30.0, 1.0, 0.1
12, 208x208, 7613207, 30.0, 1.0, 0.1
12, 208x208, 8282562, 30.0, 1.0, 0.1
12, 208x208, 7618700, 30.0, 1.0, 0.1
12, 208x208, 7717004, 30.0, 1.0, 0.1
12, 208x208, 8750172, 30.0, 1.0, 0.1
12, 208x208, 7929400, 30.0, 1.0, 0.1
12, 208x208, 6121835, 30.0, 1.0, 0.1
12, 208x208, 7127097, 30.0, 1.0, 0.1
12, 208x208, 10042012, 30.0, 1.0, 0.1
12, 208x208, 11972155, 30.0, 1.0, 0.1
13, 224x224, 10806623, 30.0, 1.0, 0.1
13, 224x224, 8577981, 30.0, 1.0, 0.1
13, 224x224, 10284612, 30.0, 1.0, 0.1
13, 224x224, 7439305, 30.0, 1.0, 0.1
13, 224x224, 7471948, 30.0, 1.0, 0.1
13, 224x224, 11764127, 30.0, 1.0, 0.1
13, 224x224, 8671278, 30.0, 1.0, 0.1
13, 224x224, 11925036, 30.0, 1.0, 0.1
13, 224x224, 12032445, 30.0, 1.0, 0.1
13, 224x224, 7117907, 30.0, 1.0, 0.1
14, 240x240, 8597729, 30.0, 1.0, 0.1
14, 240x240, 9621804, 30.0, 1.0, 0.1
14, 240x240, 11560434, 30.0, 1.0, 0.1
14, 240x240, 8997043, 30.0, 1.0, 0.1
14, 240x240, 8482053, 30.0, 1.0, 0.1
14, 240x240, 10628064, 30.0, 1.0, 0.1
14, 240x240, 12881127, 30.0, 1.0, 0.1
14, 240x240, 11458530, 30.0, 1.0, 0.1
14, 240x240, 11312510, 30.0, 1.0, 0.1
14, 240x240, 10233047, 30.0, 1.0, 0.1
15, 256x256, 11602788, 30.0, 1.0, 0.1
15, 256x256, 13086518, 30.0, 1.0, 0.1
15, 256x256, 13093190, 30.0, 1.0, 0.1
15, 256x256, 16459542, 30.0, 1.0, 0.1
15, 256x256, 9295303, 30.0, 1.0, 0.1
15, 256x256, 13868628, 30.0, 1.0, 0.1
15, 256x256, 12205212, 30.0, 1.0, 0.1
15, 256x256, 9303599, 30.0, 1.0, 0.1
15, 256x256, 13284083, 30.0, 1.0, 0.1
15, 256x256, 13264040, 30.0, 1.0, 0.1
16, 272x272, 11322524, 30.0, 1.0, 0.1
16, 272x272, 12986823, 30.0, 1.0, 0.1
16, 272x272, 14326440, 30.0, 1.0, 0.1
16, 272x272, 13255191, 30.0, 1.0, 0.1
16, 272x272, 14555538, 30.0, 1.0, 0.1
16, 272x272, 13395235, 30.0, 1.0, 0.1
16, 272x272, 12976505, 30.0, 1.0, 0.1
16, 272x272, 14858850, 30.0, 1.0, 0.1
16, 272x272, 14350863, 30.0, 1.0, 0.1
16, 272x272, 13133636, 30.0, 1.0, 0.1
17, 288x288, 15403625, 30.0, 1.0, 0.1
17, 288x288, 16878396, 30.0, 1.0, 0.1
17, 288x288, 16229801, 30.0, 1.0, 0.1
17, 288x288, 21533108, 30.0, 1.0, 0.1
17, 288x288, 18328398, 30.0, 1.0, 0.1
17, 288x288, 12475957, 30.0, 1.0, 0.1
17, 288x288, 15456604, 30.0, 1.0, 0.1
17, 288x288, 15060196, 30.0, 1.0, 0.1
17, 288x288, 12914815, 30.0, 1.0, 0.1
17, 288x288, 13513692, 30.0, 1.0, 0.1
18, 304x304, 14255133, 30.0, 1.0, 0.1
18, 304x304, 17266249, 30.0, 1.0, 0.1
18, 304x304, 19473919, 30.0, 1.0, 0.1
18, 304x304, 16391423, 30.0, 1.0, 0.1
18, 304x304, 13178798, 30.0, 1.0, 0.1
18, 304x304, 16109435, 30.0, 1.0, 0.1
18, 304x304, 15878084, 30.0, 1.0, 0.1
18, 304x304, 16090686, 30.0, 1.0, 0.1
18, 304x304, 17889984, 30.0, 1.0, 0.1
18, 304x304, 16212275, 30.0, 1.0, 0.1
19, 320x320, 18271647, 30.0, 1.0, 0.1
19, 320x320, 19334710, 30.0, 1.0, 0.1
19, 320x320, 20351117, 30.0, 1.0, 0.1
19, 320x320, 15437720, 30.0, 1.0, 0.1
19, 320x320, 21011304, 30.0, 1.0, 0.1
19, 320x320, 19072963, 30.0, 1.0, 0.1
19, 320x320, 16186666, 30.0, 1.0, 0.1
19, 320x320, 18987576, 30.0, 1.0, 0.1
19, 320x320, 17111841, 30.0, 1.0, 0.1
19, 320x320, 21559562, 30.0, 1.0, 0.1
