N,Size,Min,Max,Sum,Average
0, 16x16,37925,133876,5505119,55051
1, 32x32,160558,434715,22591760,225917
2, 64x64,662943,1810132,95111540,951115
3, 128x128,2719494,6166015,356048728,3560487
4, 256x256,11154877,23389324,1469521042,14695210
5, 512x512,46058334,66439872,5535830366,55358303
6, 1024x1024,179952147,201607240,18477603150,184776031
7, 2048x2048,720572512,766431724,73078550718,730785507
