N, WxH, Clock, Param0, Param1, Param2
0, 16x16, 53029, 30.0, 1.0, 0.1
0, 16x16, 44130, 30.0, 1.0, 0.1
0, 16x16, 48906, 30.0, 1.0, 0.1
0, 16x16, 84430, 30.0, 1.0, 0.1
0, 16x16, 57908, 30.0, 1.0, 0.1
0, 16x16, 53304, 30.0, 1.0, 0.1
0, 16x16, 44321, 30.0, 1.0, 0.1
0, 16x16, 41400, 30.0, 1.0, 0.1
0, 16x16, 60480, 30.0, 1.0, 0.1
0, 16x16, 55804, 30.0, 1.0, 0.1
1, 32x32, 270895, 30.0, 1.0, 0.1
1, 32x32, 157636, 30.0, 1.0, 0.1
1, 32x32, 189000, 30.0, 1.0, 0.1
1, 32x32, 406442, 30.0, 1.0, 0.1
1, 32x32, 244330, 30.0, 1.0, 0.1
1, 32x32, 212700, 30.0, 1.0, 0.1
1, 32x32, 157697, 30.0, 1.0, 0.1
1, 32x32, 168412, 30.0, 1.0, 0.1
1, 32x32, 244860, 30.0, 1.0, 0.1
1, 32x32, 168824, 30.0, 1.0, 0.1
2, 48x48, 494882, 30.0, 1.0, 0.1
2, 48x48, 907434, 30.0, 1.0, 0.1
2, 48x48, 640725, 30.0, 1.0, 0.1
2, 48x48, 375700, 30.0, 1.0, 0.1
2, 48x48, 376827, 30.0, 1.0, 0.1
2, 48x48, 454391, 30.0, 1.0, 0.1
2, 48x48, 631073, 30.0, 1.0, 0.1
2, 48x48, 376030, 30.0, 1.0, 0.1
2, 48x48, 377609, 30.0, 1.0, 0.1
2, 48x48, 908259, 30.0, 1.0, 0.1
3, 64x64, 1609425, 30.0, 1.0, 0.1
3, 64x64, 919937, 30.0, 1.0, 0.1
3, 64x64, 879676, 30.0, 1.0, 0.1
3, 64x64, 635521, 30.0, 1.0, 0.1
3, 64x64, 666957, 30.0, 1.0, 0.1
3, 64x64, 672939, 30.0, 1.0, 0.1
3, 64x64, 668573, 30.0, 1.0, 0.1
3, 64x64, 1526995, 30.0, 1.0, 0.1
3, 64x64, 670712, 30.0, 1.0, 0.1
3, 64x64, 800131, 30.0, 1.0, 0.1
4, 80x80, 1534078, 30.0, 1.0, 0.1
4, 80x80, 1677764, 30.0, 1.0, 0.1
4, 80x80, 1204260, 30.0, 1.0, 0.1
4, 80x80, 1527050, 30.0, 1.0, 0.1
4, 80x80, 1255867, 30.0, 1.0, 0.1
4, 80x80, 1586455, 30.0, 1.0, 0.1
4, 80x80, 1310776, 30.0, 1.0, 0.1
4, 80x80, 1041895, 30.0, 1.0, 0.1
4, 80x80, 1282879, 30.0, 1.0, 0.1
4, 80x80, 1049328, 30.0, 1.0, 0.1
5, 96x96, 1886820, 30.0, 1.0, 0.1
5, 96x96, 1821804, 30.0, 1.0, 0.1
5, 96x96, 1403009, 30.0, 1.0, 0.1
5, 96x96, 1496564, 30.0, 1.0, 0.1
5, 96x96, 1728591, 30.0, 1.0, 0.1
5, 96x96, 1566845, 30.0, 1.0, 0.1
5, 96x96, 1487222, 30.0, 1.0, 0.1
5, 96x96, 2285355, 30.0, 1.0, 0.1
5, 96x96, 1972796, 30.0, 1.0, 0.1
5, 96x96, 1946424, 30.0, 1.0, 0.1
6, 112x112, 1980689, 30.0, 1.0, 0.1
6, 112x112, 2674097, 30.0, 1.0, 0.1
6, 112x112, 2401569, 30.0, 1.0, 0.1
6, 112x112, 3208005, 30.0, 1.0, 0.1
6, 112x112, 2756968, 30.0, 1.0, 0.1
6, 112x112, 2962320, 30.0, 1.0, 0.1
6, 112x112, 3312510, 30.0, 1.0, 0.1
6, 112x112, 3463750, 30.0, 1.0, 0.1
6, 112x112, 2048206, 30.0, 1.0, 0.1
6, 112x112, 2810268, 30.0, 1.0, 0.1
7, 128x128, 3336096, 30.0, 1.0, 0.1
7, 128x128, 3740584, 30.0, 1.0, 0.1
7, 128x128, 3291217, 30.0, 1.0, 0.1
7, 128x128, 3670256, 30.0, 1.0, 0.1
7, 128x128, 2722421, 30.0, 1.0, 0.1
7, 128x128, 3365792, 30.0, 1.0, 0.1
7, 128x128, 2907996, 30.0, 1.0, 0.1
7, 128x128, 3208938, 30.0, 1.0, 0.1
7, 128x128, 2589286, 30.0, 1.0, 0.1
7, 128x128, 3190891, 30.0, 1.0, 0.1
8, 144x144, 3469227, 30.0, 1.0, 0.1
8, 144x144, 3383467, 30.0, 1.0, 0.1
8, 144x144, 3341544, 30.0, 1.0, 0.1
8, 144x144, 5653957, 30.0, 1.0, 0.1
8, 144x144, 3415828, 30.0, 1.0, 0.1
8, 144x144, 4653284, 30.0, 1.0, 0.1
8, 144x144, 4108402, 30.0, 1.0, 0.1
8, 144x144, 3399722, 30.0, 1.0, 0.1
8, 144x144, 3402927, 30.0, 1.0, 0.1
8, 144x144, 6026597, 30.0, 1.0, 0.1
9, 160x160, 3883766, 30.0, 1.0, 0.1
9, 160x160, 4800165, 30.0, 1.0, 0.1
9, 160x160, 4022016, 30.0, 1.0, 0.1
9, 160x160, 5016304, 30.0, 1.0, 0.1
9, 160x160, 5545730, 30.0, 1.0, 0.1
9, 160x160, 8091465, 30.0, 1.0, 0.1
9, 160x160, 4334985, 30.0, 1.0, 0.1
9, 160x160, 4530894, 30.0, 1.0, 0.1
9, 160x160, 4484974, 30.0, 1.0, 0.1
9, 160x160, 4347620, 30.0, 1.0, 0.1
10, 176x176, 5645643, 30.0, 1.0, 0.1
10, 176x176, 7397260, 30.0, 1.0, 0.1
10, 176x176, 9280437, 30.0, 1.0, 0.1
10, 176x176, 6393696, 30.0, 1.0, 0.1
10, 176x176, 7007871, 30.0, 1.0, 0.1
10, 176x176, 5850817, 30.0, 1.0, 0.1
10, 176x176, 5366772, 30.0, 1.0, 0.1
10, 176x176, 5856211, 30.0, 1.0, 0.1
10, 176x176, 5065482, 30.0, 1.0, 0.1
10, 176x176, 6024883, 30.0, 1.0, 0.1
11, 192x192, 7088334, 30.0, 1.0, 0.1
11, 192x192, 6298125, 30.0, 1.0, 0.1
11, 192x192, 6133880, 30.0, 1.0, 0.1
11, 192x192, 8254000, 30.0, 1.0, 0.1
11, 192x192, 7455353, 30.0, 1.0, 0.1
11, 192x192, 5735136, 30.0, 1.0, 0.1
11, 192x192, 5798576, 30.0, 1.0, 0.1
11, 192x192, 8769970, 30.0, 1.0, 0.1
11, 192x192, 6378491, 30.0, 1.0, 0.1
11, 192x192, 6787914, 30.0, 1.0, 0.1
12, 208x208, 8748349, 30.0, 1.0, 0.1
12, 208x208, 7700412, 30.0, 1.0, 0.1
12, 208x208, 7027275, 30.0, 1.0, 0.1
12, 208x208, 7156568, 30.0, 1.0, 0.1
12, 208x208, 7066538, 30.0, 1.0, 0.1
12, 208x208, 9334903, 30.0, 1.0, 0.1
12, 208x208, 7951471, 30.0, 1.0, 0.1
12, 208x208, 7791537, 30.0, 1.0, 0.1
12, 208x208, 9081954, 30.0, 1.0, 0.1
12, 208x208, 9631418, 30.0, 1.0, 0.1
13, 224x224, 8764539, 30.0, 1.0, 0.1
13, 224x224, 11924872, 30.0, 1.0, 0.1
13, 224x224, 8465473, 30.0, 1.0, 0.1
13, 224x224, 8637784, 30.0, 1.0, 0.1
13, 224x224, 10413344, 30.0, 1.0, 0.1
13, 224x224, 11080940, 30.0, 1.0, 0.1
13, 224x224, 11406152, 30.0, 1.0, 0.1
13, 224x224, 9238970, 30.0, 1.0, 0.1
13, 224x224, 9753553, 30.0, 1.0, 0.1
13, 224x224, 10304356, 30.0, 1.0, 0.1
14, 240x240, 14761783, 30.0, 1.0, 0.1
14, 240x240, 8932012, 30.0, 1.0, 0.1
14, 240x240, 13957737, 30.0, 1.0, 0.1
14, 240x240, 9313902, 30.0, 1.0, 0.1
14, 240x240, 11647637, 30.0, 1.0, 0.1
14, 240x240, 9540042, 30.0, 1.0, 0.1
14, 240x240, 12308516, 30.0, 1.0, 0.1
14, 240x240, 13856751, 30.0, 1.0, 0.1
14, 240x240, 13234060, 30.0, 1.0, 0.1
14, 240x240, 13149935, 30.0, 1.0, 0.1
15, 256x256, 16461935, 30.0, 1.0, 0.1
15, 256x256, 16997724, 30.0, 1.0, 0.1
15, 256x256, 14165322, 30.0, 1.0, 0.1
15, 256x256, 11842982, 30.0, 1.0, 0.1
15, 256x256, 13615723, 30.0, 1.0, 0.1
15, 256x256, 11387431, 30.0, 1.0, 0.1
15, 256x256, 14402107, 30.0, 1.0, 0.1
15, 256x256, 13979495, 30.0, 1.0, 0.1
15, 256x256, 13482933, 30.0, 1.0, 0.1
15, 256x256, 12365074, 30.0, 1.0, 0.1
16, 272x272, 16830622, 30.0, 1.0, 0.1
16, 272x272, 15808240, 30.0, 1.0, 0.1
16, 272x272, 12200824, 30.0, 1.0, 0.1
16, 272x272, 17400887, 30.0, 1.0, 0.1
16, 272x272, 12738196, 30.0, 1.0, 0.1
16, 272x272, 14888121, 30.0, 1.0, 0.1
16, 272x272, 12374564, 30.0, 1.0, 0.1
16, 272x272, 14180462, 30.0, 1.0, 0.1
16, 272x272, 15510838, 30.0, 1.0, 0.1
16, 272x272, 16151908, 30.0, 1.0, 0.1
17, 288x288, 17769527, 30.0, 1.0, 0.1
17, 288x288, 16021746, 30.0, 1.0, 0.1
17, 288x288, 13653855, 30.0, 1.0, 0.1
17, 288x288, 13347984, 30.0, 1.0, 0.1
17, 288x288, 14781591, 30.0, 1.0, 0.1
17, 288x288, 17544726, 30.0, 1.0, 0.1
17, 288x288, 16384833, 30.0, 1.0, 0.1
17, 288x288, 16788720, 30.0, 1.0, 0.1
17, 288x288, 20473059, 30.0, 1.0, 0.1
17, 288x288, 16424019, 30.0, 1.0, 0.1
18, 304x304, 21057798, 30.0, 1.0, 0.1
18, 304x304, 15899538, 30.0, 1.0, 0.1
18, 304x304, 15794405, 30.0, 1.0, 0.1
18, 304x304, 22271227, 30.0, 1.0, 0.1
18, 304x304, 22744755, 30.0, 1.0, 0.1
18, 304x304, 14924293, 30.0, 1.0, 0.1
18, 304x304, 23574500, 30.0, 1.0, 0.1
18, 304x304, 18989641, 30.0, 1.0, 0.1
