N, WxH, Clock, Param0, Param1, Param2
18, 304x304, 19280259, 30.0, 1.0, 0.1
18, 304x304, 18815261, 30.0, 1.0, 0.1
19, 320x320, 21991353, 30.0, 1.0, 0.1
19, 320x320, 16585854, 30.0, 1.0, 0.1
19, 320x320, 25846776, 30.0, 1.0, 0.1
19, 320x320, 26709533, 30.0, 1.0, 0.1
19, 320x320, 27476082, 30.0, 1.0, 0.1
19, 320x320, 21314097, 30.0, 1.0, 0.1
19, 320x320, 26828275, 30.0, 1.0, 0.1
19, 320x320, 21750297, 30.0, 1.0, 0.1
19, 320x320, 19639204, 30.0, 1.0, 0.1
19, 320x320, 16519899, 30.0, 1.0, 0.1
