N, WxH, Clock, Param0, Param1, Param2
0, 16x16, 1567, 0.5, 0, 0
1, 32x32, 6112, 0.5, 0, 0
2, 48x48, 12503, 0.5, 0, 0
3, 64x64, 20482, 0.5, 0, 0
4, 80x80, 26388, 0.5, 0, 0
5, 96x96, 45157, 0.5, 0, 0
6, 112x112, 62185, 0.5, 0, 0
7, 128x128, 83285, 0.5, 0, 0
8, 144x144, 85639, 0.5, 0, 0
9, 160x160, 126294, 0.5, 0, 0
10, 176x176, 176397, 0.5, 0, 0
11, 192x192, 197058, 0.5, 0, 0
12, 208x208, 188742, 0.5, 0, 0
13, 224x224, 208630, 0.5, 0, 0
14, 240x240, 324900, 0.5, 0, 0
15, 256x256, 282381, 0.5, 0, 0
16, 272x272, 339346, 0.5, 0, 0
17, 288x288, 314460, 0.5, 0, 0
18, 304x304, 614018, 0.5, 0, 0
19, 320x320, 531466, 0.5, 0, 0
