N,Size,Min,Max,Sum,Average
0, 16x16,6094,119942,958522,9585
1, 32x32,13942,51717,1959697,19596
2, 64x64,47042,151225,6671277,66712
3, 128x128,171542,450633,23878132,238781
4, 256x256,672591,1738516,93078150,930781
5, 512x512,2714509,9374800,473768512,4737685
6, 1024x1024,13709772,25403700,1531311635,15313116
7, 2048x2048,56884173,62294361,5812862316,58128623
