N, WxH, Clock, Param0, Param1, Param2
0, 16x16, 35925, 30.0, 1.0, 0.1
0, 16x16, 85475, 30.0, 1.0, 0.1
0, 16x16, 35731, 30.0, 1.0, 0.1
0, 16x16, 35779, 30.0, 1.0, 0.1
0, 16x16, 46728, 30.0, 1.0, 0.1
0, 16x16, 48984, 30.0, 1.0, 0.1
0, 16x16, 35685, 30.0, 1.0, 0.1
0, 16x16, 33582, 30.0, 1.0, 0.1
0, 16x16, 45633, 30.0, 1.0, 0.1
0, 16x16, 43415, 30.0, 1.0, 0.1
1, 32x32, 184495, 30.0, 1.0, 0.1
1, 32x32, 170000, 30.0, 1.0, 0.1
1, 32x32, 178536, 30.0, 1.0, 0.1
1, 32x32, 252220, 30.0, 1.0, 0.1
1, 32x32, 215140, 30.0, 1.0, 0.1
1, 32x32, 141455, 30.0, 1.0, 0.1
1, 32x32, 340992, 30.0, 1.0, 0.1
1, 32x32, 197642, 30.0, 1.0, 0.1
1, 32x32, 141843, 30.0, 1.0, 0.1
1, 32x32, 171608, 30.0, 1.0, 0.1
2, 48x48, 297094, 30.0, 1.0, 0.1
2, 48x48, 474666, 30.0, 1.0, 0.1
2, 48x48, 438228, 30.0, 1.0, 0.1
2, 48x48, 317385, 30.0, 1.0, 0.1
2, 48x48, 317252, 30.0, 1.0, 0.1
2, 48x48, 317461, 30.0, 1.0, 0.1
2, 48x48, 443454, 30.0, 1.0, 0.1
2, 48x48, 392343, 30.0, 1.0, 0.1
2, 48x48, 462062, 30.0, 1.0, 0.1
2, 48x48, 378366, 30.0, 1.0, 0.1
3, 64x64, 526906, 30.0, 1.0, 0.1
3, 64x64, 524309, 30.0, 1.0, 0.1
3, 64x64, 563303, 30.0, 1.0, 0.1
3, 64x64, 574724, 30.0, 1.0, 0.1
3, 64x64, 680454, 30.0, 1.0, 0.1
3, 64x64, 709396, 30.0, 1.0, 0.1
3, 64x64, 560764, 30.0, 1.0, 0.1
3, 64x64, 777876, 30.0, 1.0, 0.1
3, 64x64, 741470, 30.0, 1.0, 0.1
3, 64x64, 680448, 30.0, 1.0, 0.1
4, 80x80, 2127017, 30.0, 1.0, 0.1
4, 80x80, 2067969, 30.0, 1.0, 0.1
4, 80x80, 1595694, 30.0, 1.0, 0.1
4, 80x80, 906467, 30.0, 1.0, 0.1
4, 80x80, 1162930, 30.0, 1.0, 0.1
4, 80x80, 1152600, 30.0, 1.0, 0.1
4, 80x80, 1674775, 30.0, 1.0, 0.1
4, 80x80, 883046, 30.0, 1.0, 0.1
4, 80x80, 1627560, 30.0, 1.0, 0.1
4, 80x80, 1418980, 30.0, 1.0, 0.1
5, 96x96, 1442838, 30.0, 1.0, 0.1
5, 96x96, 2025451, 30.0, 1.0, 0.1
5, 96x96, 1531516, 30.0, 1.0, 0.1
5, 96x96, 2352331, 30.0, 1.0, 0.1
5, 96x96, 1696365, 30.0, 1.0, 0.1
5, 96x96, 1250379, 30.0, 1.0, 0.1
5, 96x96, 1490843, 30.0, 1.0, 0.1
5, 96x96, 1951718, 30.0, 1.0, 0.1
5, 96x96, 2410155, 30.0, 1.0, 0.1
5, 96x96, 1181615, 30.0, 1.0, 0.1
6, 112x112, 2025518, 30.0, 1.0, 0.1
6, 112x112, 1775209, 30.0, 1.0, 0.1
6, 112x112, 2084308, 30.0, 1.0, 0.1
6, 112x112, 1977027, 30.0, 1.0, 0.1
6, 112x112, 2094484, 30.0, 1.0, 0.1
6, 112x112, 1726982, 30.0, 1.0, 0.1
6, 112x112, 2643290, 30.0, 1.0, 0.1
6, 112x112, 2192460, 30.0, 1.0, 0.1
6, 112x112, 2040321, 30.0, 1.0, 0.1
6, 112x112, 1718112, 30.0, 1.0, 0.1
7, 128x128, 2143856, 30.0, 1.0, 0.1
7, 128x128, 2396844, 30.0, 1.0, 0.1
7, 128x128, 3082559, 30.0, 1.0, 0.1
7, 128x128, 3108240, 30.0, 1.0, 0.1
7, 128x128, 2974372, 30.0, 1.0, 0.1
7, 128x128, 4367216, 30.0, 1.0, 0.1
7, 128x128, 2272257, 30.0, 1.0, 0.1
7, 128x128, 2879872, 30.0, 1.0, 0.1
7, 128x128, 2106100, 30.0, 1.0, 0.1
7, 128x128, 3104968, 30.0, 1.0, 0.1
8, 144x144, 3042145, 30.0, 1.0, 0.1
8, 144x144, 4358079, 30.0, 1.0, 0.1
8, 144x144, 6024636, 30.0, 1.0, 0.1
8, 144x144, 5400753, 30.0, 1.0, 0.1
8, 144x144, 3628012, 30.0, 1.0, 0.1
8, 144x144, 3694833, 30.0, 1.0, 0.1
8, 144x144, 3743246, 30.0, 1.0, 0.1
8, 144x144, 3821192, 30.0, 1.0, 0.1
8, 144x144, 2896309, 30.0, 1.0, 0.1
8, 144x144, 3573508, 30.0, 1.0, 0.1
9, 160x160, 3572370, 30.0, 1.0, 0.1
9, 160x160, 3553331, 30.0, 1.0, 0.1
9, 160x160, 4915412, 30.0, 1.0, 0.1
9, 160x160, 3431220, 30.0, 1.0, 0.1
9, 160x160, 5596585, 30.0, 1.0, 0.1
9, 160x160, 3514259, 30.0, 1.0, 0.1
9, 160x160, 3407216, 30.0, 1.0, 0.1
9, 160x160, 4105765, 30.0, 1.0, 0.1
9, 160x160, 6471803, 30.0, 1.0, 0.1
9, 160x160, 3609052, 30.0, 1.0, 0.1
10, 176x176, 5000454, 30.0, 1.0, 0.1
10, 176x176, 6514512, 30.0, 1.0, 0.1
10, 176x176, 7574165, 30.0, 1.0, 0.1
10, 176x176, 4215164, 30.0, 1.0, 0.1
10, 176x176, 4336952, 30.0, 1.0, 0.1
10, 176x176, 5084212, 30.0, 1.0, 0.1
10, 176x176, 4340715, 30.0, 1.0, 0.1
10, 176x176, 5375594, 30.0, 1.0, 0.1
10, 176x176, 5420852, 30.0, 1.0, 0.1
10, 176x176, 4167262, 30.0, 1.0, 0.1
11, 192x192, 5540937, 30.0, 1.0, 0.1
11, 192x192, 6137583, 30.0, 1.0, 0.1
11, 192x192, 7434739, 30.0, 1.0, 0.1
11, 192x192, 6781219, 30.0, 1.0, 0.1
11, 192x192, 6702283, 30.0, 1.0, 0.1
11, 192x192, 8476081, 30.0, 1.0, 0.1
11, 192x192, 5129551, 30.0, 1.0, 0.1
11, 192x192, 6149546, 30.0, 1.0, 0.1
11, 192x192, 4762512, 30.0, 1.0, 0.1
11, 192x192, 5154998, 30.0, 1.0, 0.1
12, 208x208, 6104621, 30.0, 1.0, 0.1
12, 208x208, 8415784, 30.0, 1.0, 0.1
12, 208x208, 6477302, 30.0, 1.0, 0.1
12, 208x208, 8039648, 30.0, 1.0, 0.1
12, 208x208, 7132383, 30.0, 1.0, 0.1
12, 208x208, 7556385, 30.0, 1.0, 0.1
12, 208x208, 8766333, 30.0, 1.0, 0.1
12, 208x208, 9504544, 30.0, 1.0, 0.1
12, 208x208, 6579646, 30.0, 1.0, 0.1
12, 208x208, 7961951, 30.0, 1.0, 0.1
13, 224x224, 6706277, 30.0, 1.0, 0.1
13, 224x224, 9302821, 30.0, 1.0, 0.1
13, 224x224, 6998812, 30.0, 1.0, 0.1
13, 224x224, 7078248, 30.0, 1.0, 0.1
13, 224x224, 7940995, 30.0, 1.0, 0.1
13, 224x224, 12297663, 30.0, 1.0, 0.1
13, 224x224, 8971729, 30.0, 1.0, 0.1
13, 224x224, 8575446, 30.0, 1.0, 0.1
13, 224x224, 10803303, 30.0, 1.0, 0.1
13, 224x224, 12021761, 30.0, 1.0, 0.1
14, 240x240, 9363592, 30.0, 1.0, 0.1
14, 240x240, 10649254, 30.0, 1.0, 0.1
14, 240x240, 8099851, 30.0, 1.0, 0.1
14, 240x240, 10157508, 30.0, 1.0, 0.1
14, 240x240, 9560198, 30.0, 1.0, 0.1
14, 240x240, 9770107, 30.0, 1.0, 0.1
14, 240x240, 10081092, 30.0, 1.0, 0.1
14, 240x240, 9584906, 30.0, 1.0, 0.1
14, 240x240, 11288612, 30.0, 1.0, 0.1
14, 240x240, 8115877, 30.0, 1.0, 0.1
15, 256x256, 10106401, 30.0, 1.0, 0.1
15, 256x256, 9692408, 30.0, 1.0, 0.1
15, 256x256, 8620660, 30.0, 1.0, 0.1
15, 256x256, 14564698, 30.0, 1.0, 0.1
15, 256x256, 12533365, 30.0, 1.0, 0.1
15, 256x256, 10824243, 30.0, 1.0, 0.1
15, 256x256, 10085203, 30.0, 1.0, 0.1
15, 256x256, 10491606, 30.0, 1.0, 0.1
15, 256x256, 11804118, 30.0, 1.0, 0.1
15, 256x256, 13170030, 30.0, 1.0, 0.1
16, 272x272, 13810742, 30.0, 1.0, 0.1
16, 272x272, 11986375, 30.0, 1.0, 0.1
16, 272x272, 14661745, 30.0, 1.0, 0.1
16, 272x272, 13641341, 30.0, 1.0, 0.1
16, 272x272, 10173164, 30.0, 1.0, 0.1
16, 272x272, 11060824, 30.0, 1.0, 0.1
16, 272x272, 10418193, 30.0, 1.0, 0.1
16, 272x272, 13268728, 30.0, 1.0, 0.1
16, 272x272, 10293647, 30.0, 1.0, 0.1
16, 272x272, 10546987, 30.0, 1.0, 0.1
17, 288x288, 15968839, 30.0, 1.0, 0.1
17, 288x288, 11362029, 30.0, 1.0, 0.1
17, 288x288, 12471849, 30.0, 1.0, 0.1
17, 288x288, 13459318, 30.0, 1.0, 0.1
17, 288x288, 15370264, 30.0, 1.0, 0.1
17, 288x288, 16470385, 30.0, 1.0, 0.1
17, 288x288, 14889246, 30.0, 1.0, 0.1
17, 288x288, 15762018, 30.0, 1.0, 0.1
17, 288x288, 15358459, 30.0, 1.0, 0.1
17, 288x288, 16597760, 30.0, 1.0, 0.1
18, 304x304, 12259690, 30.0, 1.0, 0.1
18, 304x304, 16986711, 30.0, 1.0, 0.1
18, 304x304, 14135999, 30.0, 1.0, 0.1
18, 304x304, 16307963, 30.0, 1.0, 0.1
18, 304x304, 17771608, 30.0, 1.0, 0.1
18, 304x304, 12182743, 30.0, 1.0, 0.1
18, 304x304, 15928758, 30.0, 1.0, 0.1
18, 304x304, 18602990, 30.0, 1.0, 0.1
18, 304x304, 16233348, 30.0, 1.0, 0.1
18, 304x304, 14188465, 30.0, 1.0, 0.1
19, 320x320, 17755015, 30.0, 1.0, 0.1
19, 320x320, 19691252, 30.0, 1.0, 0.1
19, 320x320, 15951772, 30.0, 1.0, 0.1
19, 320x320, 19301478, 30.0, 1.0, 0.1
19, 320x320, 21578905, 30.0, 1.0, 0.1
19, 320x320, 13473249, 30.0, 1.0, 0.1
19, 320x320, 16190257, 30.0, 1.0, 0.1
19, 320x320, 17539906, 30.0, 1.0, 0.1
19, 320x320, 14345410, 30.0, 1.0, 0.1
19, 320x320, 21101625, 30.0, 1.0, 0.1
