N,Size,Min,Max,Sum,Average
0, 16x16,1551,3558,204103,2041
1, 32x32,4224,37067,624810,6248
2, 64x64,14888,46935,2099391,20993
3, 128x128,58221,220977,8090564,80905
4, 256x256,226633,612267,31457848,314578
5, 512x512,964806,3184933,147986177,1479861
6, 1024x1024,3976227,5678412,426301889,4263018
7, 2048x2048,15793037,18518218,1672667360,16726673
