N, WxH, Clock, Param0, Param1, Param2
14, 240x240, 14535366, 30.0, 1.0, 0.1
14, 240x240, 12828699, 30.0, 1.0, 0.1
14, 240x240, 9950899, 30.0, 1.0, 0.1
14, 240x240, 10148263, 30.0, 1.0, 0.1
14, 240x240, 13823102, 30.0, 1.0, 0.1
14, 240x240, 9811220, 30.0, 1.0, 0.1
14, 240x240, 13042155, 30.0, 1.0, 0.1
15, 256x256, 14452700, 30.0, 1.0, 0.1
15, 256x256, 13995413, 30.0, 1.0, 0.1
15, 256x256, 11576381, 30.0, 1.0, 0.1
15, 256x256, 11414536, 30.0, 1.0, 0.1
15, 256x256, 11042629, 30.0, 1.0, 0.1
15, 256x256, 16365755, 30.0, 1.0, 0.1
15, 256x256, 11829020, 30.0, 1.0, 0.1
15, 256x256, 17939758, 30.0, 1.0, 0.1
15, 256x256, 13765288, 30.0, 1.0, 0.1
15, 256x256, 13761317, 30.0, 1.0, 0.1
16, 272x272, 16380173, 30.0, 1.0, 0.1
16, 272x272, 14787904, 30.0, 1.0, 0.1
16, 272x272, 20539830, 30.0, 1.0, 0.1
16, 272x272, 20317335, 30.0, 1.0, 0.1
16, 272x272, 18547722, 30.0, 1.0, 0.1
16, 272x272, 17912303, 30.0, 1.0, 0.1
16, 272x272, 17793121, 30.0, 1.0, 0.1
16, 272x272, 17498379, 30.0, 1.0, 0.1
16, 272x272, 14749279, 30.0, 1.0, 0.1
16, 272x272, 12418014, 30.0, 1.0, 0.1
17, 288x288, 14176534, 30.0, 1.0, 0.1
17, 288x288, 16819906, 30.0, 1.0, 0.1
17, 288x288, 17247968, 30.0, 1.0, 0.1
17, 288x288, 16855438, 30.0, 1.0, 0.1
17, 288x288, 14497834, 30.0, 1.0, 0.1
17, 288x288, 17739541, 30.0, 1.0, 0.1
17, 288x288, 20418307, 30.0, 1.0, 0.1
17, 288x288, 16248505, 30.0, 1.0, 0.1
17, 288x288, 16670427, 30.0, 1.0, 0.1
17, 288x288, 14291863, 30.0, 1.0, 0.1
18, 304x304, 21670974, 30.0, 1.0, 0.1
18, 304x304, 15900297, 30.0, 1.0, 0.1
18, 304x304, 23552340, 30.0, 1.0, 0.1
18, 304x304, 19641930, 30.0, 1.0, 0.1
18, 304x304, 18959996, 30.0, 1.0, 0.1
18, 304x304, 17170902, 30.0, 1.0, 0.1
18, 304x304, 20093630, 30.0, 1.0, 0.1
18, 304x304, 20741563, 30.0, 1.0, 0.1
18, 304x304, 19361570, 30.0, 1.0, 0.1
18, 304x304, 20230480, 30.0, 1.0, 0.1
19, 320x320, 18237151, 30.0, 1.0, 0.1
19, 320x320, 22342612, 30.0, 1.0, 0.1
19, 320x320, 21579471, 30.0, 1.0, 0.1
19, 320x320, 18434187, 30.0, 1.0, 0.1
19, 320x320, 21322657, 30.0, 1.0, 0.1
19, 320x320, 21296190, 30.0, 1.0, 0.1
19, 320x320, 22991561, 30.0, 1.0, 0.1
19, 320x320, 23827249, 30.0, 1.0, 0.1
19, 320x320, 19905750, 30.0, 1.0, 0.1
19, 320x320, 21594554, 30.0, 1.0, 0.1
