N,Size,Min,Max,Sum,Average
0, 16x16,16373,95127,2360373,23603
1, 32x32,63252,2610794,11806198,118061
2, 64x64,249406,676125,36841809,368418
3, 128x128,992794,2710333,147223335,1472233
4, 256x256,3961448,7601198,511342615,5113426
5, 512x512,16150441,30072933,2044378447,20443784
6, 1024x1024,64193451,76254464,6549012613,65490126
7, 2048x2048,256539306,287450718,26079163174,260791631
