N, WxH, Clock, Param0, Param1, Param2
10, 176x176, 7974020, 30.0, 1.0, 0.1
10, 176x176, 6259358, 30.0, 1.0, 0.1
10, 176x176, 7220784, 30.0, 1.0, 0.1
10, 176x176, 6191761, 30.0, 1.0, 0.1
10, 176x176, 8579515, 30.0, 1.0, 0.1
10, 176x176, 7798658, 30.0, 1.0, 0.1
10, 176x176, 7506641, 30.0, 1.0, 0.1
10, 176x176, 6943461, 30.0, 1.0, 0.1
10, 176x176, 5347382, 30.0, 1.0, 0.1
10, 176x176, 7796135, 30.0, 1.0, 0.1
11, 192x192, 6362087, 30.0, 1.0, 0.1
11, 192x192, 6082503, 30.0, 1.0, 0.1
11, 192x192, 6257625, 30.0, 1.0, 0.1
11, 192x192, 6134512, 30.0, 1.0, 0.1
11, 192x192, 6085109, 30.0, 1.0, 0.1
11, 192x192, 6565675, 30.0, 1.0, 0.1
11, 192x192, 6391991, 30.0, 1.0, 0.1
11, 192x192, 7663330, 30.0, 1.0, 0.1
11, 192x192, 10855366, 30.0, 1.0, 0.1
11, 192x192, 8183890, 30.0, 1.0, 0.1
12, 208x208, 7164347, 30.0, 1.0, 0.1
12, 208x208, 9717968, 30.0, 1.0, 0.1
12, 208x208, 7260200, 30.0, 1.0, 0.1
12, 208x208, 7839126, 30.0, 1.0, 0.1
12, 208x208, 7162972, 30.0, 1.0, 0.1
12, 208x208, 6789634, 30.0, 1.0, 0.1
12, 208x208, 9393733, 30.0, 1.0, 0.1
12, 208x208, 7206114, 30.0, 1.0, 0.1
12, 208x208, 6735473, 30.0, 1.0, 0.1
12, 208x208, 7724173, 30.0, 1.0, 0.1
13, 224x224, 8547522, 30.0, 1.0, 0.1
13, 224x224, 8840210, 30.0, 1.0, 0.1
13, 224x224, 9076443, 30.0, 1.0, 0.1
13, 224x224, 9454318, 30.0, 1.0, 0.1
13, 224x224, 12120740, 30.0, 1.0, 0.1
13, 224x224, 9935890, 30.0, 1.0, 0.1
13, 224x224, 8094212, 30.0, 1.0, 0.1
13, 224x224, 8416685, 30.0, 1.0, 0.1
13, 224x224, 9449934, 30.0, 1.0, 0.1
13, 224x224, 9938999, 30.0, 1.0, 0.1
14, 240x240, 12408707, 30.0, 1.0, 0.1
14, 240x240, 9393321, 30.0, 1.0, 0.1
14, 240x240, 13446446, 30.0, 1.0, 0.1
14, 240x240, 11350757, 30.0, 1.0, 0.1
14, 240x240, 11086160, 30.0, 1.0, 0.1
14, 240x240, 13105272, 30.0, 1.0, 0.1
14, 240x240, 11771271, 30.0, 1.0, 0.1
14, 240x240, 13025704, 30.0, 1.0, 0.1
14, 240x240, 12920705, 30.0, 1.0, 0.1
14, 240x240, 10685412, 30.0, 1.0, 0.1
15, 256x256, 15110902, 30.0, 1.0, 0.1
15, 256x256, 15111859, 30.0, 1.0, 0.1
15, 256x256, 11102724, 30.0, 1.0, 0.1
15, 256x256, 11007975, 30.0, 1.0, 0.1
15, 256x256, 11767034, 30.0, 1.0, 0.1
15, 256x256, 14459116, 30.0, 1.0, 0.1
15, 256x256, 12362716, 30.0, 1.0, 0.1
15, 256x256, 12883405, 30.0, 1.0, 0.1
15, 256x256, 15662800, 30.0, 1.0, 0.1
15, 256x256, 13026970, 30.0, 1.0, 0.1
16, 272x272, 14536461, 30.0, 1.0, 0.1
16, 272x272, 12478025, 30.0, 1.0, 0.1
16, 272x272, 14540179, 30.0, 1.0, 0.1
16, 272x272, 12610035, 30.0, 1.0, 0.1
16, 272x272, 13395530, 30.0, 1.0, 0.1
16, 272x272, 12950815, 30.0, 1.0, 0.1
16, 272x272, 12626700, 30.0, 1.0, 0.1
16, 272x272, 12511564, 30.0, 1.0, 0.1
16, 272x272, 12897930, 30.0, 1.0, 0.1
16, 272x272, 12236009, 30.0, 1.0, 0.1
17, 288x288, 18076378, 30.0, 1.0, 0.1
17, 288x288, 19351421, 30.0, 1.0, 0.1
17, 288x288, 17322097, 30.0, 1.0, 0.1
17, 288x288, 17384257, 30.0, 1.0, 0.1
17, 288x288, 15378061, 30.0, 1.0, 0.1
17, 288x288, 14452542, 30.0, 1.0, 0.1
17, 288x288, 14430497, 30.0, 1.0, 0.1
17, 288x288, 16765090, 30.0, 1.0, 0.1
17, 288x288, 15985471, 30.0, 1.0, 0.1
17, 288x288, 15463642, 30.0, 1.0, 0.1
18, 304x304, 21142257, 30.0, 1.0, 0.1
18, 304x304, 18518414, 30.0, 1.0, 0.1
18, 304x304, 17952737, 30.0, 1.0, 0.1
18, 304x304, 21758567, 30.0, 1.0, 0.1
18, 304x304, 18388659, 30.0, 1.0, 0.1
18, 304x304, 15370600, 30.0, 1.0, 0.1
18, 304x304, 17987065, 30.0, 1.0, 0.1
18, 304x304, 14657899, 30.0, 1.0, 0.1
18, 304x304, 18587842, 30.0, 1.0, 0.1
18, 304x304, 22863908, 30.0, 1.0, 0.1
19, 320x320, 18332643, 30.0, 1.0, 0.1
19, 320x320, 17043748, 30.0, 1.0, 0.1
19, 320x320, 20612222, 30.0, 1.0, 0.1
19, 320x320, 21139903, 30.0, 1.0, 0.1
19, 320x320, 25804076, 30.0, 1.0, 0.1
19, 320x320, 21033683, 30.0, 1.0, 0.1
19, 320x320, 23551572, 30.0, 1.0, 0.1
19, 320x320, 21907756, 30.0, 1.0, 0.1
19, 320x320, 24401820, 30.0, 1.0, 0.1
19, 320x320, 30025423, 30.0, 1.0, 0.1
