N, WxH, Clock, Param0, Param1, Param2
0, 16x16, 69045, 30.0, 1.0, 0.1
0, 16x16, 54906, 30.0, 1.0, 0.1
0, 16x16, 57588, 30.0, 1.0, 0.1
0, 16x16, 73080, 30.0, 1.0, 0.1
0, 16x16, 58091, 30.0, 1.0, 0.1
0, 16x16, 58379, 30.0, 1.0, 0.1
0, 16x16, 48400, 30.0, 1.0, 0.1
0, 16x16, 66174, 30.0, 1.0, 0.1
0, 16x16, 45966, 30.0, 1.0, 0.1
0, 16x16, 57970, 30.0, 1.0, 0.1
1, 32x32, 169551, 30.0, 1.0, 0.1
1, 32x32, 226104, 30.0, 1.0, 0.1
1, 32x32, 292150, 30.0, 1.0, 0.1
1, 32x32, 431458, 30.0, 1.0, 0.1
1, 32x32, 228568, 30.0, 1.0, 0.1
1, 32x32, 287860, 30.0, 1.0, 0.1
1, 32x32, 178915, 30.0, 1.0, 0.1
1, 32x32, 167006, 30.0, 1.0, 0.1
1, 32x32, 178336, 30.0, 1.0, 0.1
1, 32x32, 429359, 30.0, 1.0, 0.1
2, 48x48, 585904, 30.0, 1.0, 0.1
2, 48x48, 394909, 30.0, 1.0, 0.1
2, 48x48, 516554, 30.0, 1.0, 0.1
2, 48x48, 393527, 30.0, 1.0, 0.1
2, 48x48, 391794, 30.0, 1.0, 0.1
2, 48x48, 396682, 30.0, 1.0, 0.1
2, 48x48, 392112, 30.0, 1.0, 0.1
2, 48x48, 392397, 30.0, 1.0, 0.1
2, 48x48, 475075, 30.0, 1.0, 0.1
2, 48x48, 392451, 30.0, 1.0, 0.1
3, 64x64, 832775, 30.0, 1.0, 0.1
3, 64x64, 729106, 30.0, 1.0, 0.1
3, 64x64, 1056410, 30.0, 1.0, 0.1
3, 64x64, 689745, 30.0, 1.0, 0.1
3, 64x64, 685471, 30.0, 1.0, 0.1
3, 64x64, 688284, 30.0, 1.0, 0.1
3, 64x64, 733161, 30.0, 1.0, 0.1
3, 64x64, 689849, 30.0, 1.0, 0.1
3, 64x64, 869164, 30.0, 1.0, 0.1
3, 64x64, 643521, 30.0, 1.0, 0.1
4, 80x80, 1207206, 30.0, 1.0, 0.1
4, 80x80, 1222003, 30.0, 1.0, 0.1
4, 80x80, 1180948, 30.0, 1.0, 0.1
4, 80x80, 1294813, 30.0, 1.0, 0.1
4, 80x80, 996697, 30.0, 1.0, 0.1
4, 80x80, 1347284, 30.0, 1.0, 0.1
4, 80x80, 1606105, 30.0, 1.0, 0.1
4, 80x80, 1288741, 30.0, 1.0, 0.1
4, 80x80, 1068424, 30.0, 1.0, 0.1
4, 80x80, 1080866, 30.0, 1.0, 0.1
5, 96x96, 1527497, 30.0, 1.0, 0.1
5, 96x96, 2661500, 30.0, 1.0, 0.1
5, 96x96, 1543976, 30.0, 1.0, 0.1
5, 96x96, 2807706, 30.0, 1.0, 0.1
5, 96x96, 1601615, 30.0, 1.0, 0.1
5, 96x96, 1536357, 30.0, 1.0, 0.1
5, 96x96, 1972513, 30.0, 1.0, 0.1
5, 96x96, 1929216, 30.0, 1.0, 0.1
5, 96x96, 1620327, 30.0, 1.0, 0.1
5, 96x96, 3325235, 30.0, 1.0, 0.1
6, 112x112, 2800696, 30.0, 1.0, 0.1
6, 112x112, 1941315, 30.0, 1.0, 0.1
6, 112x112, 2335425, 30.0, 1.0, 0.1
6, 112x112, 2085375, 30.0, 1.0, 0.1
6, 112x112, 3540580, 30.0, 1.0, 0.1
6, 112x112, 2912708, 30.0, 1.0, 0.1
6, 112x112, 2121436, 30.0, 1.0, 0.1
6, 112x112, 3013155, 30.0, 1.0, 0.1
6, 112x112, 2510892, 30.0, 1.0, 0.1
6, 112x112, 2144121, 30.0, 1.0, 0.1
7, 128x128, 5210957, 30.0, 1.0, 0.1
7, 128x128, 3651525, 30.0, 1.0, 0.1
7, 128x128, 2729568, 30.0, 1.0, 0.1
7, 128x128, 2676455, 30.0, 1.0, 0.1
7, 128x128, 2951584, 30.0, 1.0, 0.1
7, 128x128, 2553781, 30.0, 1.0, 0.1
7, 128x128, 2719609, 30.0, 1.0, 0.1
7, 128x128, 3437509, 30.0, 1.0, 0.1
7, 128x128, 3266725, 30.0, 1.0, 0.1
7, 128x128, 2809563, 30.0, 1.0, 0.1
8, 144x144, 3508285, 30.0, 1.0, 0.1
8, 144x144, 5970785, 30.0, 1.0, 0.1
8, 144x144, 3810395, 30.0, 1.0, 0.1
8, 144x144, 4751376, 30.0, 1.0, 0.1
8, 144x144, 4139179, 30.0, 1.0, 0.1
8, 144x144, 3442215, 30.0, 1.0, 0.1
8, 144x144, 3426033, 30.0, 1.0, 0.1
8, 144x144, 3414088, 30.0, 1.0, 0.1
8, 144x144, 3662118, 30.0, 1.0, 0.1
8, 144x144, 3506704, 30.0, 1.0, 0.1
9, 160x160, 8150366, 30.0, 1.0, 0.1
9, 160x160, 4630953, 30.0, 1.0, 0.1
9, 160x160, 8761625, 30.0, 1.0, 0.1
9, 160x160, 4368606, 30.0, 1.0, 0.1
9, 160x160, 4233925, 30.0, 1.0, 0.1
9, 160x160, 4996255, 30.0, 1.0, 0.1
9, 160x160, 5518470, 30.0, 1.0, 0.1
9, 160x160, 4217385, 30.0, 1.0, 0.1
9, 160x160, 4704793, 30.0, 1.0, 0.1
9, 160x160, 5556084, 30.0, 1.0, 0.1
