N,Size,Min,Max,Sum,Average
0, 16x16,2497,6510,362154,3621
1, 32x32,8006,44965,1133921,11339
2, 64x64,31297,80350,4300587,43005
3, 128x128,119379,405934,17200884,172008
4, 256x256,469476,1561218,62808906,628089
5, 512x512,1912382,6402354,293718518,2937185
6, 1024x1024,7646746,10693646,807669563,8076695
7, 2048x2048,30920836,50643503,3202811651,32028116
