N, WxH, Clock, Param0, Param1, Param2
0, 16x16, 3728, 0.5, 0, 0
1, 32x32, 12542, 0.5, 0, 0
2, 48x48, 27000, 0.5, 0, 0
3, 64x64, 52091, 0.5, 0, 0
4, 80x80, 85373, 0.5, 0, 0
5, 96x96, 119846, 0.5, 0, 0
6, 112x112, 111457, 0.5, 0, 0
7, 128x128, 207163, 0.5, 0, 0
8, 144x144, 332350, 0.5, 0, 0
9, 160x160, 317245, 0.5, 0, 0
10, 176x176, 388997, 0.5, 0, 0
11, 192x192, 377509, 0.5, 0, 0
12, 208x208, 486734, 0.5, 0, 0
13, 224x224, 414297, 0.5, 0, 0
14, 240x240, 647667, 0.5, 0, 0
15, 256x256, 1049769, 0.5, 0, 0
16, 272x272, 653818, 0.5, 0, 0
17, 288x288, 808203, 0.5, 0, 0
18, 304x304, 827879, 0.5, 0, 0
19, 320x320, 1008897, 0.5, 0, 0
