N, WxH, Clock, Param0, Param1, Param2
0, 16x16, 47850, 30.0, 1.0, 0.1
0, 16x16, 56400, 30.0, 1.0, 0.1
0, 16x16, 47408, 30.0, 1.0, 0.1
0, 16x16, 45064, 30.0, 1.0, 0.1
0, 16x16, 34690, 30.0, 1.0, 0.1
0, 16x16, 51990, 30.0, 1.0, 0.1
0, 16x16, 57855, 30.0, 1.0, 0.1
0, 16x16, 45252, 30.0, 1.0, 0.1
0, 16x16, 69494, 30.0, 1.0, 0.1
0, 16x16, 40457, 30.0, 1.0, 0.1
1, 32x32, 166379, 30.0, 1.0, 0.1
1, 32x32, 187196, 30.0, 1.0, 0.1
1, 32x32, 144160, 30.0, 1.0, 0.1
1, 32x32, 239865, 30.0, 1.0, 0.1
1, 32x32, 181078, 30.0, 1.0, 0.1
1, 32x32, 133942, 30.0, 1.0, 0.1
1, 32x32, 196364, 30.0, 1.0, 0.1
1, 32x32, 143775, 30.0, 1.0, 0.1
1, 32x32, 209228, 30.0, 1.0, 0.1
1, 32x32, 142197, 30.0, 1.0, 0.1
2, 48x48, 298657, 30.0, 1.0, 0.1
2, 48x48, 385700, 30.0, 1.0, 0.1
2, 48x48, 465285, 30.0, 1.0, 0.1
2, 48x48, 443388, 30.0, 1.0, 0.1
2, 48x48, 325062, 30.0, 1.0, 0.1
2, 48x48, 319715, 30.0, 1.0, 0.1
2, 48x48, 321070, 30.0, 1.0, 0.1
2, 48x48, 455426, 30.0, 1.0, 0.1
2, 48x48, 424728, 30.0, 1.0, 0.1
2, 48x48, 389603, 30.0, 1.0, 0.1
3, 64x64, 580367, 30.0, 1.0, 0.1
3, 64x64, 858236, 30.0, 1.0, 0.1
3, 64x64, 580788, 30.0, 1.0, 0.1
3, 64x64, 537609, 30.0, 1.0, 0.1
3, 64x64, 821850, 30.0, 1.0, 0.1
3, 64x64, 1061942, 30.0, 1.0, 0.1
3, 64x64, 1180071, 30.0, 1.0, 0.1
3, 64x64, 881384, 30.0, 1.0, 0.1
3, 64x64, 884165, 30.0, 1.0, 0.1
3, 64x64, 1179939, 30.0, 1.0, 0.1
4, 80x80, 1281592, 30.0, 1.0, 0.1
4, 80x80, 1330272, 30.0, 1.0, 0.1
4, 80x80, 914808, 30.0, 1.0, 0.1
4, 80x80, 1180636, 30.0, 1.0, 0.1
4, 80x80, 1022732, 30.0, 1.0, 0.1
4, 80x80, 2139066, 30.0, 1.0, 0.1
4, 80x80, 1320940, 30.0, 1.0, 0.1
4, 80x80, 912468, 30.0, 1.0, 0.1
4, 80x80, 1116544, 30.0, 1.0, 0.1
4, 80x80, 893839, 30.0, 1.0, 0.1
5, 96x96, 1281552, 30.0, 1.0, 0.1
5, 96x96, 1337476, 30.0, 1.0, 0.1
5, 96x96, 1616776, 30.0, 1.0, 0.1
5, 96x96, 2305580, 30.0, 1.0, 0.1
5, 96x96, 1559815, 30.0, 1.0, 0.1
5, 96x96, 1769868, 30.0, 1.0, 0.1
5, 96x96, 1917147, 30.0, 1.0, 0.1
5, 96x96, 1541058, 30.0, 1.0, 0.1
5, 96x96, 1407754, 30.0, 1.0, 0.1
5, 96x96, 1637483, 30.0, 1.0, 0.1
6, 112x112, 1744781, 30.0, 1.0, 0.1
6, 112x112, 4154052, 30.0, 1.0, 0.1
6, 112x112, 1727546, 30.0, 1.0, 0.1
6, 112x112, 1842431, 30.0, 1.0, 0.1
6, 112x112, 2469991, 30.0, 1.0, 0.1
6, 112x112, 1787491, 30.0, 1.0, 0.1
6, 112x112, 1825303, 30.0, 1.0, 0.1
6, 112x112, 2861464, 30.0, 1.0, 0.1
6, 112x112, 2108800, 30.0, 1.0, 0.1
6, 112x112, 2359207, 30.0, 1.0, 0.1
7, 128x128, 2347999, 30.0, 1.0, 0.1
7, 128x128, 2266409, 30.0, 1.0, 0.1
7, 128x128, 2346603, 30.0, 1.0, 0.1
7, 128x128, 2842925, 30.0, 1.0, 0.1
7, 128x128, 2794794, 30.0, 1.0, 0.1
7, 128x128, 2318872, 30.0, 1.0, 0.1
7, 128x128, 3047841, 30.0, 1.0, 0.1
