N, WxH, Clock, Param0
0, 16x16, 11546, 0.5
1, 16x16, 7304, 0.5
2, 32x32, 11043, 0.5
3, 48x48, 16668, 0.5
4, 64x64, 25326, 0.5
5, 80x80, 35976, 0.5
6, 96x96, 48966, 0.5
7, 112x112, 64288, 0.5
8, 128x128, 88619, 0.5
9, 144x144, 108196, 0.5
10, 160x160, 127741, 0.5
11, 176x176, 160898, 0.5
12, 192x192, 186343, 0.5
13, 208x208, 218559, 0.5
14, 224x224, 356790, 0.5
15, 240x240, 324773, 0.5
16, 256x256, 320223, 0.5
17, 272x272, 401356, 0.5
18, 288x288, 348909, 0.5
19, 304x304, 494443, 0.5
20, 320x320, 541202, 0.5
21, 336x336, 556593, 0.5
22, 352x352, 608097, 0.5
23, 368x368, 724615, 0.5
24, 384x384, 755767, 0.5
25, 400x400, 787851, 0.5
26, 416x416, 839673, 0.5
27, 432x432, 3180805, 0.5
28, 448x448, 1148158, 0.5
29, 464x464, 1049999, 0.5
30, 480x480, 1154371, 0.5
31, 496x496, 1277684, 0.5
32, 512x512, 1319893, 0.5
33, 528x528, 1292440, 0.5
34, 544x544, 1498298, 0.5
35, 560x560, 1580837, 0.5
36, 576x576, 1740438, 0.5
37, 592x592, 1772238, 0.5
38, 608x608, 1117519, 0.5
39, 624x624, 2093532, 0.5
40, 640x640, 2118873, 0.5
41, 656x656, 2355034, 0.5
42, 672x672, 2445460, 0.5
43, 688x688, 2471081, 0.5
44, 704x704, 2583843, 0.5
45, 720x720, 2722941, 0.5
46, 736x736, 2852832, 0.5
47, 752x752, 2938766, 0.5
48, 768x768, 3148461, 0.5
49, 784x784, 7407407, 0.5
50, 800x800, 3352131, 0.5
51, 816x816, 3545705, 0.5
52, 832x832, 3648096, 0.5
53, 848x848, 3794427, 0.5
54, 864x864, 4022616, 0.5
55, 880x880, 4153022, 0.5
56, 896x896, 3283355, 0.5
57, 912x912, 4421984, 0.5
58, 928x928, 4533409, 0.5
59, 944x944, 3970895, 0.5
60, 960x960, 4831006, 0.5
61, 976x976, 6423019, 0.5
62, 992x992, 6837417, 0.5
63, 1008x1008, 7984748, 0.5
64, 1024x1024, 5317775, 0.5
65, 1040x1040, 4295902, 0.5
66, 1056x1056, 5618874, 0.5
67, 1072x1072, 6044498, 0.5
68, 1088x1088, 6253125, 0.5
69, 1104x1104, 11000874, 0.5
70, 1120x1120, 8396224, 0.5
71, 1136x1136, 6841177, 0.5
72, 1152x1152, 6902447, 0.5
73, 1168x1168, 6980312, 0.5
74, 1184x1184, 9968435, 0.5
75, 1200x1200, 8723196, 0.5
76, 1216x1216, 7912739, 0.5
77, 1232x1232, 7298189, 0.5
78, 1248x1248, 14958250, 0.5
79, 1264x1264, 8965354, 0.5
80, 1280x1280, 7840919, 0.5
81, 1296x1296, 8312924, 0.5
82, 1312x1312, 8959688, 0.5
83, 1328x1328, 9387794, 0.5
84, 1344x1344, 9272161, 0.5
85, 1360x1360, 10157888, 0.5
86, 1376x1376, 10140685, 0.5
87, 1392x1392, 11318229, 0.5
88, 1408x1408, 9922655, 0.5
89, 1424x1424, 9741363, 0.5
90, 1440x1440, 11323389, 0.5
91, 1456x1456, 13394940, 0.5
92, 1472x1472, 12240870, 0.5
93, 1488x1488, 11740687, 0.5
94, 1504x1504, 14815128, 0.5
95, 1520x1520, 12959789, 0.5
96, 1536x1536, 14580243, 0.5
97, 1552x1552, 13394755, 0.5
98, 1568x1568, 13215875, 0.5
99, 1584x1584, 15207230, 0.5
100, 1600x1600, 14508743, 0.5
